Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Complaint_Clean
232040,Bait and Switch again,,2025-04-13,12:23:51,Internet,Port Saint Lucie,Florida,34952,Closed,No,bait and switch again
240905,Comcast Deceptive Business Class Billing,,2025-04-17,10:19:18,Customer Care Call,Port Saint Lucie,Florida,34983,Closed,No,comcast deceptive business class billing
317888,Billing,,2025-01-06,20:47:37,Customer Care Call,Port St Lucie,Florida,34984,Closed,No,billing
255867,internet/cable service,,2025-04-24,16:14:02,Customer Care Call,Port St. Lucie,Florida,34986,Closed,No,internetcable service
214498,"Comcast theft, lying, horrible service and deception",,2025-02-04,14:40:53,Customer Care Call,Portland,Oregon,97229,Closed,No,comcast theft lying horrible service and deception
243904,invalid sercvice charge,,2025-04-19,20:31:13,Internet,Portland,Oregon,97202,Closed,No,invalid sercvice charge
253872,Comcast Billing Complaint,,2025-04-23,17:53:14,Internet,Portland,Oregon,97203,Closed,Yes,comcast billing complaint
287805,Comcast/Xfinity Blast Internet,,2025-05-13,14:04:38,Customer Care Call,Portland,Oregon,97224,Solved,No,comcastxfinity blast internet
303539,Comcast,,2025-05-22,14:01:12,Internet,Portland,Oregon,97230,Open,No,comcast
310722,Comcast Bandwidth Availability,,2025-05-28,01:07:56,Internet,Portland,Oregon,97202,Solved,No,comcast bandwidth availability
310714,Data limit with Comcast,,2025-05-28,00:57:38,Customer Care Call,Portland,Oregon,97266,Open,No,data limit with comcast
322226,excessive billing,,2025-03-06,19:55:08,Internet,Portland,Oregon,97216,Solved,No,excessive billing
331755,Unable to get Comcast to provide me with broadband,,2025-09-06,21:34:36,Internet,Portland,Oregon,97201,Solved,No,unable to get comcast to provide me with broadband
347742,loss connection internet many time in a day.,,2025-06-18,00:50:41,Internet,Portland,Oregon,97220,Solved,No,loss connection internet many time in a day
359828,No way to see when promotions end,,2025-06-23,19:08:28,Customer Care Call,Portland,Oregon,97225,Solved,No,no way to see when promotions end
360020,Comcast not connecting me to cancel service and raising prices unfairly,,2025-06-23,20:09:04,Customer Care Call,Portland,Oregon,97214,Solved,No,comcast not connecting me to cancel service and raising prices unfairly
360155,Comcast - I've been paying for unnecessary speeds when they knew and I did not,,2025-06-23,20:58:49,Internet,Portland,Oregon,97209,Solved,No,comcast ive been paying for unnecessary speeds when they knew and i did not
366906,Comcast,,2025-06-25,19:35:15,Internet,Portland,Oregon,97232,Solved,No,comcast
367326,internet bill increase,,2025-06-26,01:56:41,Internet,Portland,Oregon,97205,Solved,No,internet bill increase
375583,Comcast bait and switch,,2025-06-30,17:10:49,Customer Care Call,Portland,Oregon,97217,Solved,No,comcast bait and switch
251236,comcast,,2025-04-22,19:40:29,Customer Care Call,Potomac,Maryland,20854,Closed,No,comcast
214443,Comcast Shut-off Notice -Internet/TV,,2025-02-04,14:20:55,Internet,Pottstown,Pennsylvania,19464,Closed,No,comcast shutoff notice internettv
294317,Cable Splitter without Consent from customer( Comcast),,2025-05-18,05:41:26,Customer Care Call,Pottsville,Pennsylvania,17901,Solved,No,cable splitter without consent from customer comcast
229794,E-mail,,2025-10-04,18:43:26,Internet,Poulsbo,Washington,98370,Closed,No,email
264875,Comcast complaint,,2025-04-29,17:05:31,Customer Care Call,Poulsbo,Washington,98370,Closed,No,comcast complaint
214665,"service, billing",,2025-02-04,15:29:36,Customer Care Call,Powder Springs,Georgia,30127,Closed,No,service billing
314814,Comcast overcharges for internet charges,,2025-05-30,10:06:13,Internet,Powder Springs,Georgia,30127,Pending,No,comcast overcharges for internet charges
330062,Comcast,,2025-09-06,11:25:37,Internet,Powder Springs,Georgia,30127,Solved,No,comcast
336624,Comcast DATA Caps,,2025-12-06,11:40:48,Customer Care Call,Powell,Tennessee,37849,Solved,No,comcast data caps
347688,Comcast Data usage caps,,2025-06-17,23:40:30,Internet,Powell,Tennessee,37849,Open,Yes,comcast data usage caps
361151,Data caps and monthly fees,,2025-06-24,10:14:31,Internet,Powell,Tennessee,37849,Solved,No,data caps and monthly fees
372230,"Comcast Monopoly in Calvert County, Maryland",,2025-06-29,13:16:51,Customer Care Call,Prince Frederick,Maryland,20678,Open,No,comcast monopoly in calvert county maryland
360688,Comcast Speed,,2025-06-24,01:07:40,Internet,Prince George,Virginia,23875,Solved,No,comcast speed
238990,Comcast Internet Billing,,2025-04-16,12:04:32,Customer Care Call,Provincetown,Massachusetts,2657,Closed,No,comcast internet billing
263143,Comcast Corporation,,2025-04-28,23:48:58,Internet,Pueblo,Colorado,81001,Closed,No,comcast corporation
361682,comcast,,2025-06-24,12:31:01,Customer Care Call,Pueblo,Colorado,81004,Solved,No,comcast
223816,Comcast/Xfinity Customer Service,,2025-08-04,12:18:23,Customer Care Call,Putnam Valley,New York,10579,Closed,No,comcastxfinity customer service
360504,Intermittent Expensive Connection,,2025-06-23,23:19:58,Customer Care Call,Puyallup,Washington,98371,Solved,No,intermittent expensive connection
362454,Slower internet speeds than what i was promised for my pay.,,2025-06-24,15:41:28,Internet,Puyallup,Washington,98374,Solved,No,slower internet speeds than what i was promised for my pay
370107,"Internet connectivity loss, over 1000ms latency, under 1Mbps speeds",,2025-06-27,14:55:42,Internet,Quincy,Massachusetts,2170,Open,No,internet connectivity loss over 1000ms latency under 1mbps speeds
369648,Comcast Throttling,,2025-06-27,08:24:30,Customer Care Call,Quincy,Massachusetts,2170,Pending,Yes,comcast throttling
308646,Comcast data caps are an end-run around Net Neutrality,,2025-05-27,01:49:01,Internet,Radcliff,Kentucky,40160,Pending,No,comcast data caps are an endrun around net neutrality
308439,Comcast Internet Disconnection,,2025-05-26,21:08:30,Internet,Raeford,North Carolina,28376,Closed,No,comcast internet disconnection
372741,Non working service,,2025-06-29,15:40:47,Customer Care Call,Rahway,New Jersey,7065,Closed,No,non working service
245893,internet pricing /competition,,2025-04-20,19:37:28,Customer Care Call,Ramsey,New Jersey,7446,Closed,No,internet pricing competition
358902,Comcast Conplaints,,2025-06-23,15:19:14,Customer Care Call,Rancho Cordova,California,95742,Solved,No,comcast conplaints
249712,comcast throttling PlayStation.and blocking hbo go,,2025-04-22,11:01:37,Internet,Ranson,West Virginia,25438,Closed,No,comcast throttling playstationand blocking hbo go
240942,Comcast/ Xfinity unethical business practice,,2025-04-17,10:31:12,Customer Care Call,Red Lion,Pennsylvania,17356,Closed,No,comcast xfinity unethical business practice
257323,Comcast blocking HBO Go on Playstation systems,,2025-04-25,19:45:04,Customer Care Call,Redmond,Washington,98052,Open,No,comcast blocking hbo go on playstation systems
337972,Comcast is a downright awful service provider.,,2025-12-06,17:21:59,Internet,Redmond,Washington,98053,Open,No,comcast is a downright awful service provider
362298,Comcast screwed me,,2025-06-24,15:04:39,Internet,Redmond,Washington,98052,Solved,No,comcast screwed me
353018,"Comcast speed not matching, blocked phone number",,2025-06-19,19:01:24,Internet,Redwood City,California,94062,Open,No,comcast speed not matching blocked phone number
347829,Comcast,,2025-06-18,06:26:39,Customer Care Call,Remington,Virginia,22734,Solved,No,comcast
268362,tInternet Service Provider Complaint,,2025-01-05,11:51:11,Customer Care Call,Renton,Washington,98055,Open,No,tinternet service provider complaint
293685,High Speed internet,,2025-05-16,19:54:11,Customer Care Call,Reston,Virginia,20190,Open,No,high speed internet
339735,Complaint about Comcast's Hidden Fees and Unauthorized Charges,,2025-06-14,07:33:22,Customer Care Call,Reston,Virginia,20190,Solved,No,complaint about comcasts hidden fees and unauthorized charges
319302,Issues with service and payments,,2025-02-06,16:19:31,Customer Care Call,Rex,Georgia,30273,Solved,No,issues with service and payments
253161,Comcast Billing dispute - Wireless service,,2025-04-23,16:00:27,Internet,Richaland,Michigan,49083,Closed,No,comcast billing dispute wireless service
285046,Comcast Service Inadequacies,,2025-12-05,10:14:59,Internet,Richfield,Minnesota,55423,Solved,No,comcast service inadequacies
232972,Internet Speed,,2025-04-13,16:56:22,Internet,Richmond,Indiana,47374,Closed,No,internet speed
368709,internet/tv bundle service,,2025-06-26,15:58:18,Customer Care Call,Richmond,Michigan,48062,Solved,No,internettv bundle service
318093,Comcast Set Up,,2025-01-06,23:59:34,Internet,Richmond,Virginia,23220,Solved,No,comcast set up
342659,Unacceptable Business Internet Service from Comcast,,2025-06-16,09:49:33,Customer Care Call,Richmond,Virginia,23224,Open,No,unacceptable business internet service from comcast
348029,Poor Speed and Reliability,,2025-06-18,10:00:47,Internet,Richmond,Virginia,23224,Open,No,poor speed and reliability
358970,"Possible Speed Throttling: Comcast Xfinity Richmond, VA",,2025-06-23,15:32:09,Internet,Richmond,Virginia,23222,Solved,No,possible speed throttling comcast xfinity richmond va
360546,Comcast Speed Throttling and more,,2025-06-23,23:35:45,Internet,Richmond,Virginia,23219,Pending,No,comcast speed throttling and more
361235,Comcast ending promotion and contract early. Directing customer to resolve disputes in person at their office.,,2025-06-24,10:40:22,Internet,Richmond,Virginia,23220,Solved,No,comcast ending promotion and contract early directing customer to resolve disputes in person at their office
363355,Shady Internet Billing Practices from Comcast,,2025-06-24,20:19:38,Internet,Richmond,Virginia,23220,Open,No,shady internet billing practices from comcast
367108,Comcast Internet,,2025-06-25,21:15:42,Internet,Richmond,Virginia,23233,Solved,No,comcast internet
268789,about comcast,,2025-01-05,14:04:56,Internet,Richmond Hill,Georgia,31324,Open,No,about comcast
314257,About Comcast,,2025-05-29,18:00:20,Internet,Richmond Hill,Georgia,31324,Solved,No,about comcast
369100,Comcast Data Cap,,2025-06-26,18:13:45,Internet,Richmond Hill,Georgia,31324,Solved,No,comcast data cap
276668,INTERNET SERVICE IS DOWN FOR THREE WEEKS NOW.,,2025-06-05,16:28:55,Customer Care Call,Richton Park,Illinois,60471,Closed,No,internet service is down for three weeks now
317911,HBO Go on PS3,,2025-01-06,21:09:36,Internet,Ridgeland,Mississippi,39157,Closed,No,hbo go on ps3
241252,Unfair Charges,,2025-04-17,12:27:03,Customer Care Call,Ridley Park,Pennsylvania,19078,Closed,No,unfair charges
358361,Data Cap on Internet Downloads?,,2025-06-23,13:32:15,Customer Care Call,Rincon,Georgia,31326,Pending,No,data cap on internet downloads
360077,Comcast speed,,2025-06-23,20:25:19,Customer Care Call,Rincon,Georgia,31326,Solved,No,comcast speed
355105,Comcast has been over charging us.,,2025-06-22,08:48:45,Internet,Rio Grande,New Jersey,8242,Solved,No,comcast has been over charging us
241834,Billing issues,,2025-04-17,15:25:29,Customer Care Call,Riverdale,Georgia,30296,Closed,No,billing issues
297208,Comcast internet service,,2025-05-19,14:26:54,Internet,Rochester,Illinois,62563,Solved,No,comcast internet service
348033,Comcast Billing and Service Issues,,2025-06-18,10:03:33,Customer Care Call,Rochester,Pennsylvania,15074,Solved,No,comcast billing and service issues
288793,internet and customer service problem with Comcast,,2025-05-13,20:12:53,Internet,Rochester Hills,Michigan,48309,Solved,No,internet and customer service problem with comcast
364028,Lack of consistent service,,2025-06-25,09:48:20,Internet,Rock Falls,Illinois,61071,Solved,No,lack of consistent service
234479,interne speed,,2025-04-14,12:32:35,Internet,Rockford,Illinois,61108,Open,No,interne speed
279634,Comcast,,2025-08-05,07:55:00,Internet,Rockford,Illinois,61114,Solved,No,comcast
321250,Comcast ordered services that we never agreed to,,2025-03-06,14:31:34,Customer Care Call,Rockford,Illinois,61101,Open,No,comcast ordered services that we never agreed to
324947,Billing Dispute,,2025-05-06,11:00:26,Customer Care Call,Rockford,Illinois,61108,Solved,No,billing dispute
339920,Comcast.net,,2025-06-14,13:21:52,Customer Care Call,Rockford,Illinois,61108,Open,No,comcastnet
282767,Comcast Taking almost 9 Days to solve My Internet issue,,2025-10-05,22:52:34,Customer Care Call,Rockvale,Tennessee,37153,Solved,No,comcast taking almost 9 days to solve my internet issue
353906,failure to provide imstallation .... Rockville Maryland 20852,,2025-06-20,14:39:52,Customer Care Call,Rockville,Maryland,20852,Solved,No,failure to provide imstallation rockville maryland 20852
354916,Internet slow,,2025-06-21,21:35:01,Internet,Rockville,Maryland,20853,Solved,No,internet slow
360993,Predatory billing by Comcast,,2025-06-24,09:17:05,Customer Care Call,Rockville,Maryland,20852,Solved,No,predatory billing by comcast
363593,Comcast Xfinity barely ever works and speed sucks,,2025-06-24,22:18:11,Internet,Rohnert Park,California,94928,Solved,No,comcast xfinity barely ever works and speed sucks
322276,Email transfer/ problems,,2025-03-06,20:15:06,Internet,Rolling Meadows,Illinois,60008,Closed,No,email transfer problems
320264,cramming charges on my phone/internet bill,,2025-03-06,06:27:09,Internet,Rome,Georgia,30161,Solved,No,cramming charges on my phoneinternet bill
361980,Throttled Internet Speeds,,2025-06-24,13:44:55,Internet,Roseville,California,95661,Pending,No,throttled internet speeds
365185,Comcast billing problem,,2025-06-25,13:56:48,Internet,Roseville,Michigan,48066,Solved,No,comcast billing problem
222735,Comcast Over Charges with No Notification,,2025-07-04,18:47:12,Internet,Roswell,Georgia,30076,Closed,No,comcast over charges with no notification
351135,Internet Availability,,2025-06-19,09:56:37,Internet,Roswell,Georgia,30075,Closed,Yes,internet availability
371928,Comcast Internet usage caps,,2025-06-29,11:55:58,Internet,Roswell,Georgia,30075,Solved,No,comcast internet usage caps
280344,Comcast Service and Billing Issues,,2025-08-05,13:41:07,Internet,Round Lake Beach,Illinois,60073,Closed,No,comcast service and billing issues
359822,Internet Outages,,2025-06-23,19:07:14,Internet,Round Lake Beach,Illinois,60073,Solved,No,internet outages
335619,Comcast Internet - Horrible Customer Service,,2025-11-06,18:03:18,Customer Care Call,Roxbury,Massachusetts,2119,Solved,No,comcast internet horrible customer service
244304,Comcast's customer service is awful,,2025-04-20,10:55:01,Internet,Royal Oak,Michigan,48067,Closed,No,comcasts customer service is awful
252363,Manipulative billing issue,,2025-04-23,12:53:51,Internet,Royal Oak,Michigan,48067,Closed,No,manipulative billing issue
262918,Comcast Advertised Wifi Internet speed not provided False Advertisment,,2025-04-28,20:27:51,Customer Care Call,Royal Oak,Michigan,48067,Closed,No,comcast advertised wifi internet speed not provided false advertisment
361212,Comcast's Internet is Slower Than What I Pay For,,2025-06-24,10:33:42,Internet,Royal Oak,Michigan,48073,Open,No,comcasts internet is slower than what i pay for
294188,Bad Practices,,2025-05-17,19:50:43,Customer Care Call,Royal Palm Beach,Florida,33411,Solved,No,bad practices
306039,Over billing Comcast,,2025-05-25,16:43:43,Customer Care Call,Royal Palm Beach,Florida,33411,Open,No,over billing comcast
363286,refusal to rectify,,2025-06-24,19:32:53,Customer Care Call,Royal Palm Beach,Florida,33411,Solved,No,refusal to rectify
213537,Comcast,,2025-02-04,09:05:56,Internet,Rumford,Rhode Island,2916,Closed,Yes,comcast
275479,Cable availability,,2025-06-05,10:26:49,Internet,Rural Valley,Pennsylvania,16249,Closed,No,cable availability
213725,Data usage with Comcast,,2025-02-04,10:52:38,Internet,Rydal,Georgia,30171,Closed,No,data usage with comcast
231133,Billing Dispute,,2025-12-04,11:34:46,Internet,Sacramento,California,95838,Closed,No,billing dispute
238470,re complain against comcast email and telephone for home service,,2025-04-16,00:32:03,Internet,Sacramento,California,95828,Closed,No,re complain against comcast email and telephone for home service
274654,False Service,,2025-05-05,17:41:00,Customer Care Call,Sacramento,California,95841,Solved,No,false service
286377,Misinformed Over and Over Again,,2025-12-05,17:37:11,Customer Care Call,Sacramento,California,95823,Solved,No,misinformed over and over again
313938,Comcast/Xfinity,,2025-05-29,15:52:31,Internet,Sacramento,California,95829,Solved,No,comcastxfinity
339611,Comcast blocking HBOGO on Playstation 4 Consoles,,2025-06-13,22:34:53,Customer Care Call,Sacramento,California,95823,Open,No,comcast blocking hbogo on playstation 4 consoles
354734,Comcast Internet Online Streaming,,2025-06-21,16:08:09,Customer Care Call,Sacramento,California,95829,Solved,No,comcast internet online streaming
362180,False Information Given Just To Get Me Set Up Service,,2025-06-24,14:33:57,Internet,Sacramento,California,95825,Solved,No,false information given just to get me set up service
360778,Comcast speed throttling internet,,2025-06-24,02:41:23,Customer Care Call,Sacramento,California,95828,Pending,No,comcast speed throttling internet
367371,Possible throttle,,2025-06-26,04:40:18,Customer Care Call,Sacramento,California,95826,Pending,No,possible throttle
373782,throttling and disconnections,,2025-06-29,22:15:02,Customer Care Call,Sacramento,California,95828,Pending,Yes,throttling and disconnections
287937,Internet offer rescinded,,2025-05-13,14:37:25,Internet,Sacremento,California,95841,Solved,No,internet offer rescinded
339548,Internet Throttling,,2025-06-13,21:21:20,Internet,Saint Albans,Vermont,5478,Open,No,internet throttling
361124,Comcast,,2025-06-24,10:05:59,Internet,Saint Anthony,Minnesota,55418,Solved,No,comcast
276683,comcast are crooks,,2025-06-05,16:32:18,Internet,Saint Cloud,Florida,34771,Closed,No,comcast are crooks
357746,Comcast price increase not in line with advertisement,,2025-06-23,10:59:51,Customer Care Call,Saint Paul,Minnesota,55108,Open,No,comcast price increase not in line with advertisement
235807,Comcast internet service,,2025-04-14,19:36:44,Internet,Salem,Massachusetts,1970,Closed,No,comcast internet service
222366,intermittant phone and internet,,2025-07-04,16:42:53,Customer Care Call,Salem,New Hampshire,3079,Closed,No,intermittant phone and internet
326985,Comcast ETF charge,,2025-06-06,16:29:43,Internet,Salem,Oregon,97301,Solved,No,comcast etf charge
262660,Being charged for a technician fee,,2025-04-28,18:49:13,Customer Care Call,Salinas,California,93906,Closed,No,being charged for a technician fee
311883,Comcast Internet Service,,2025-05-28,15:35:20,Customer Care Call,Saline,Michigan,48176,Open,No,comcast internet service
255516,availabilty,,2025-04-24,14:34:07,Customer Care Call,Salisbury,Maryland,21804,Closed,No,availabilty
344563,Internet,,2025-06-16,21:18:26,Customer Care Call,Salisbury,Maryland,21801,Solved,No,internet
233296,Unauthorized 2-Year Contract With Comcast,,2025-04-13,18:45:12,Internet,Salt Lake City,Utah,84105,Closed,No,unauthorized 2year contract with comcast
226023,Unwanted Email with no opt out options,,2025-09-04,11:31:22,Customer Care Call,Salt Lake City,Utah,84108,Closed,No,unwanted email with no opt out options
253290,Waive the Reoccuring charges,,2025-04-23,16:21:23,Customer Care Call,Salt Lake City,Utah,84102,Closed,No,waive the reoccuring charges
261940,Difficulty with internet speeds,,2025-04-28,15:17:06,Internet,Salt Lake City,Utah,84110,Closed,No,difficulty with internet speeds
279007,Comcast move,,2025-07-05,17:36:43,Internet,Salt Lake City,Utah,84115,Open,No,comcast move
359071,Monopolistic Billing,,2025-06-23,15:50:04,Customer Care Call,Salt Lake City,Utah,84116,Solved,No,monopolistic billing
359367,Uncompetitive pricing of Comcast Internet services,,2025-06-23,16:55:57,Customer Care Call,Salt Lake City,Utah,84102,Solved,No,uncompetitive pricing of comcast internet services
360219,Comcast forced me into a contract,,2025-06-23,21:35:25,Internet,Salt Lake City,Utah,84106,Solved,No,comcast forced me into a contract
363567,Comcast,,2025-06-24,22:01:10,Customer Care Call,Salt Lake City,Utah,84102,Solved,No,comcast
264258,Repeated installation issue with Comcast Internet service,,2025-04-29,14:14:17,Internet,Sammamish,Washington,98075,Closed,Yes,repeated installation issue with comcast internet service
242509,Ecobill discount,,2025-04-17,21:33:00,Internet,San Francisco,California,94122,Closed,No,ecobill discount
245779,Horrible customer service from Comcast,,2025-04-20,18:45:21,Internet,San Francisco,California,94121,Closed,No,horrible customer service from comcast
242571,Comcast Internet,,2025-04-17,23:00:15,Internet,San Francisco,California,94111,Closed,No,comcast internet
268669,Comcast,,2025-01-05,13:29:58,Internet,San Francisco,California,94114,Solved,No,comcast
281353,Comcast/Xfinity: Poor internet connection speed and poor customer service,,2025-08-05,20:45:17,Customer Care Call,San Francisco,California,94114,Closed,No,comcastxfinity poor internet connection speed and poor customer service
308648,I pay for 25Mbps internet but get less than 3Mbps,,2025-05-27,01:55:13,Internet,San Francisco,California,94114,Open,No,i pay for 25mbps internet but get less than 3mbps
328364,Comcast - Billing for service that they cannot provide,,2025-08-06,13:25:40,Internet,San Francisco,California,94127,Solved,No,comcast billing for service that they cannot provide
331768,Comcast Illegally Introduces Service Fees Without Notice or Customer Consent,,2025-09-06,21:40:24,Internet,San Francisco,California,94118,Solved,No,comcast illegally introduces service fees without notice or customer consent
333882,Comcast changed my package and wants me to pay more,,2025-10-06,20:52:41,Customer Care Call,San Francisco,California,94109,Solved,No,comcast changed my package and wants me to pay more
352492,Comcast throttling or otherwise under-delivering internet service.,,2025-06-19,16:17:28,Customer Care Call,San Francisco,California,94109,Open,No,comcast throttling or otherwise underdelivering internet service
359857,Comcast refuses to lower my bill to prevoius agreement,,2025-06-23,19:16:25,Customer Care Call,San Francisco,California,94122,Solved,No,comcast refuses to lower my bill to prevoius agreement
359987,Billing and deceitful practices by Comcast,,2025-06-23,19:58:50,Internet,San Francisco,California,94112,Solved,No,billing and deceitful practices by comcast
361965,Unfair Billing Practices engaged by Comcast/XFinity,,2025-06-24,13:39:33,Customer Care Call,San Francisco,California,94116,Solved,No,unfair billing practices engaged by comcastxfinity
362015,"Comcast overcharging, despite regular calls and agreed upon price",,2025-06-24,13:52:19,Customer Care Call,San Francisco,California,94123,Solved,No,comcast overcharging despite regular calls and agreed upon price
362908,Unclear Quoted Speeds and Prices,,2025-06-24,17:19:35,Internet,San Francisco,California,94107,Solved,Yes,unclear quoted speeds and prices
362981,Comcast billing practices,,2025-06-24,17:41:38,Customer Care Call,San Francisco,California,94117,Solved,Yes,comcast billing practices
360757,Internet Issues With Comcast,,2025-06-24,02:23:18,Customer Care Call,San Francisco,California,94117,Solved,No,internet issues with comcast
363743,Internet speed,,2025-06-25,00:45:43,Customer Care Call,San Francisco,California,94114,Open,No,internet speed
368787,Awful Internet,,2025-06-26,16:24:07,Customer Care Call,San Francisco,California,94110,Pending,No,awful internet
375439,Being charged incorrect price,,2025-06-30,16:31:30,Internet,San Francisco,California,94158,Solved,No,being charged incorrect price
220289,False billing,,2025-06-04,17:46:04,Customer Care Call,San Jose,California,95131,Closed,Yes,false billing
226118,Postal Mail Ticket - #0057,,2025-09-04,11:47:10,Customer Care Call,San Jose,California,95131,Closed,Yes,postal mail ticket 0057
241909,Comcast Xfinity Charges Consumer for Troubleshooting/Fixing its Own Problems,,2025-04-17,15:58:33,Internet,San Jose,California,95120,Closed,No,comcast xfinity charges consumer for troubleshootingfixing its own problems
224872,recent hacking of email account,,2025-08-04,17:02:42,Customer Care Call,San Jose,California,95125,Closed,No,recent hacking of email account
231549,Comcast Billing,,2025-04-13,03:13:19,Customer Care Call,San Jose,California,95112,Closed,No,comcast billing
255243,Internet service termination,,2025-04-24,13:22:00,Customer Care Call,San Jose,California,95148,Closed,No,internet service termination
270077,Unnecessary charge by Comcast for technician visit,,2025-02-05,14:21:09,Customer Care Call,San Jose,California,95113,Closed,No,unnecessary charge by comcast for technician visit
282772,"RACIST CUSTOMER SERVICE FROM MANAGER SONIA AND EMPLOYEE ADRIANA COMCAST LOCATION ""999 Edgewater Blvd, Foster City, CA 94404""",,2025-10-05,23:05:18,Internet,San Jose,California,95123,Solved,No,racist customer service from manager sonia and employee adriana comcast location 999 edgewater blvd foster city ca 94404
318183,Fraudulent use of credit card and credit card information,,2025-02-06,06:29:07,Customer Care Call,San Jose,California,95134,Closed,No,fraudulent use of credit card and credit card information
325969,Reporting Comcast's Various Problems,,2025-05-06,17:02:43,Customer Care Call,San Jose,California,95134,Closed,No,reporting comcasts various problems
349454,Comcast Billing Complaint,,2025-06-18,15:22:54,Customer Care Call,San Jose,California,95129,Open,Yes,comcast billing complaint
348118,Postal Mail Ticket #2334,,2025-06-18,10:15:18,Customer Care Call,San Jose,California,95129,Open,Yes,postal mail ticket 2334
358465,Double billing,,2025-06-23,13:52:47,Customer Care Call,San Jose,California,95136,Solved,No,double billing
359252,Refund issues,,2025-06-23,16:29:21,Customer Care Call,San Jose,California,95132,Solved,No,refund issues
360274,Price Increase,,2025-06-23,21:58:56,Customer Care Call,San Jose,California,95112,Open,No,price increase
359652,Comcast Unfair Product Bundling,,2025-06-23,18:08:45,Internet,San Jose,California,95126,Solved,No,comcast unfair product bundling
359923,Comcast not refunding deposit for cancelled Internet,,2025-06-23,19:35:09,Customer Care Call,San Jose,California,95135,Solved,No,comcast not refunding deposit for cancelled internet
360797,Comcast artificially inflating prices of Internet only services,,2025-06-24,03:15:47,Customer Care Call,San Jose,California,95126,Open,No,comcast artificially inflating prices of internet only services
360606,Extremely slow internet and no aid from Comcast,,2025-06-24,00:11:41,Customer Care Call,San Jose,California,95120,Solved,Yes,extremely slow internet and no aid from comcast
363769,Throttling/drastic reduction of speeds,,2025-06-25,02:04:32,Internet,San Jose,California,95121,Solved,Yes,throttlingdrastic reduction of speeds
275947,Comcast FRAUD,,2025-06-05,13:04:24,Customer Care Call,San Leandro,California,94579,Closed,No,comcast fraud
360756,Comcast forces rep visit then goes back on their promise,,2025-06-24,02:23:10,Customer Care Call,San Leandro,California,94578,Solved,No,comcast forces rep visit then goes back on their promise
236729,COMCAST DENIES PROVIDING OFFERED SERVICE,,2025-04-15,11:38:40,Customer Care Call,San Mateo,California,94404,Closed,No,comcast denies providing offered service
338467,Cable internet unavailable,,2025-12-06,21:18:18,Internet,San Mateo,California,94402,Closed,No,cable internet unavailable
360209,unfair pricing and raising of pricing and charging without permission,,2025-06-23,21:31:05,Customer Care Call,San Mateo,California,94403,Solved,No,unfair pricing and raising of pricing and charging without permission
369601,Concern about Comcast Internet Modem Billing Practices,,2025-06-27,02:40:23,Customer Care Call,San Mateo,California,94401,Solved,No,concern about comcast internet modem billing practices
370302,Unfair fees?,,2025-06-27,17:33:51,Customer Care Call,San Mateo,California,94403,Solved,No,unfair fees
364260,Slow Internet speed,,2025-06-25,11:20:19,Customer Care Call,San Rafael,California,94901,Open,No,slow internet speed
370299,Comcast changes bill prices without my consent,,2025-06-27,17:33:17,Internet,San Rafael,California,94903,Open,No,comcast changes bill prices without my consent
258662,false claims of internet speed tier,,2025-04-27,11:58:32,Internet,San Ramon,California,94582,Closed,No,false claims of internet speed tier
329234,"Poor Interent Connection-equipment failure, slow speed",,2025-08-06,18:14:04,Internet,San Ramon,California,94583,Closed,No,poor interent connectionequipment failure slow speed
334953,Comcast False & Misleading sale practice,,2025-11-06,14:13:07,Internet,San Ramon,California,94582,Solved,No,comcast false misleading sale practice
345891,misleading sales practice and advertising,,2025-06-17,14:17:34,Internet,San Ramon,California,94582,Closed,No,misleading sales practice and advertising
362791,"Comcast sold me a ""package"" knowing it wouldn't work for me, and proceeded to charge me more and attempt to tack on fees for their mistake",,2025-06-24,16:49:19,Customer Care Call,San Ramon,California,94582,Open,No,comcast sold me a package knowing it wouldnt work for me and proceeded to charge me more and attempt to tack on fees for their mistake
360597,Comcast bill way too high for such slow speeds,,2025-06-24,00:09:01,Customer Care Call,Sandy,Utah,84094,Open,No,comcast bill way too high for such slow speeds
240275,Comcast blocking HBO GO access on Playstation 4,,2025-04-16,18:13:05,Customer Care Call,Sandy Springs,Georgia,30350,Closed,No,comcast blocking hbo go access on playstation 4
298256,"Comcast Xfinity Data Cap in Atlanta, GA",,2025-05-19,21:25:48,Customer Care Call,Sandy Springs,Georgia,30342,Solved,No,comcast xfinity data cap in atlanta ga
363682,Comcast Data Caps,,2025-06-24,23:34:14,Internet,Sandy Springs,Georgia,30328,Pending,No,comcast data caps
367260,Comcast ignores my requests to cancel a service and instead added product to my bill and increased the monthly cost.,,2025-06-25,23:12:23,Internet,Sandy Springs,Georgia,31150,Open,No,comcast ignores my requests to cancel a service and instead added product to my bill and increased the monthly cost
220760,Being Charged for High Speed Internet and Services are not Rendered,,2025-06-04,21:59:05,Internet,Sanger,California,93657,Closed,No,being charged for high speed internet and services are not rendered
342274,Internet unreliable,,2025-06-15,20:12:55,Internet,Sanger,California,93657,Open,No,internet unreliable
359280,Price of Internet service,,2025-06-23,16:36:53,Customer Care Call,Santa Clara,California,95051,Open,No,price of internet service
359993,closed account,,2025-06-23,20:00:05,Internet,Santa Clara,California,95051,Solved,No,closed account
